,id,HD1,AI,FHD,Group_H,Group_AI
0,1.0,1.0,1.0,1.0,1.0,AI
1,1.0,1.0,1.0,1.0,1.0,XAI
2,1.0,0.0,1.0,1.0,1.0,AI
3,1.0,1.0,1.0,1.0,1.0,XAI
4,1.0,1.0,1.0,1.0,1.0,AI
5,1.0,1.0,1.0,1.0,1.0,XAI
6,1.0,1.0,1.0,1.0,1.0,AI
7,1.0,1.0,1.0,1.0,1.0,XAI
8,1.0,0.0,1.0,0.0,1.0,AI
9,1.0,0.0,1.0,0.0,1.0,XAI
10,1.0,0.0,1.0,0.0,1.0,AI
11,1.0,0.0,1.0,0.0,1.0,XAI
12,1.0,0.0,1.0,1.0,1.0,AI
13,1.0,1.0,1.0,1.0,1.0,XAI
14,1.0,0.0,1.0,0.0,1.0,AI
15,1.0,0.0,1.0,0.0,1.0,XAI
16,1.0,0.0,0.0,0.0,1.0,AI
17,1.0,0.0,0.0,0.0,1.0,XAI
18,1.0,0.0,1.0,1.0,1.0,AI
19,1.0,1.0,1.0,1.0,1.0,XAI
20,1.0,1.0,0.0,1.0,1.0,AI
21,1.0,1.0,0.0,1.0,1.0,XAI
22,1.0,0.0,1.0,0.0,1.0,AI
23,1.0,0.0,1.0,1.0,1.0,XAI
24,1.0,0.0,1.0,0.0,1.0,AI
25,1.0,0.0,1.0,0.0,1.0,XAI
26,1.0,0.0,0.0,0.0,1.0,AI
27,1.0,0.0,0.0,0.0,1.0,XAI
28,1.0,0.0,1.0,0.0,1.0,AI
29,1.0,0.0,1.0,0.0,1.0,XAI
30,1.0,0.0,0.0,0.0,1.0,AI
31,1.0,0.0,0.0,0.0,1.0,XAI
32,1.0,0.0,1.0,1.0,1.0,AI
33,1.0,1.0,1.0,1.0,1.0,XAI
34,1.0,0.0,1.0,1.0,1.0,AI
35,1.0,1.0,1.0,1.0,1.0,XAI
36,1.0,0.0,0.0,0.0,1.0,AI
37,1.0,0.0,0.0,0.0,1.0,XAI
38,1.0,0.0,0.0,0.0,1.0,AI
39,1.0,0.0,0.0,0.0,1.0,XAI
40,2.0,1.0,1.0,1.0,1.0,AI
41,2.0,1.0,1.0,1.0,1.0,XAI
42,2.0,0.0,1.0,1.0,1.0,AI
43,2.0,1.0,1.0,1.0,1.0,XAI
44,2.0,1.0,1.0,1.0,1.0,AI
45,2.0,1.0,1.0,1.0,1.0,XAI
46,2.0,1.0,1.0,1.0,1.0,AI
47,2.0,1.0,1.0,1.0,1.0,XAI
48,2.0,1.0,1.0,1.0,1.0,AI
49,2.0,1.0,1.0,1.0,1.0,XAI
50,2.0,0.0,1.0,1.0,1.0,AI
51,2.0,1.0,1.0,1.0,1.0,XAI
52,2.0,0.0,1.0,1.0,1.0,AI
53,2.0,1.0,1.0,1.0,1.0,XAI
54,2.0,0.0,1.0,0.0,1.0,AI
55,2.0,0.0,1.0,0.0,1.0,XAI
56,2.0,0.0,0.0,0.0,1.0,AI
57,2.0,0.0,0.0,0.0,1.0,XAI
58,2.0,0.0,1.0,1.0,1.0,AI
59,2.0,1.0,1.0,1.0,1.0,XAI
60,2.0,0.0,0.0,0.0,1.0,AI
61,2.0,0.0,0.0,0.0,1.0,XAI
62,2.0,1.0,1.0,1.0,1.0,AI
63,2.0,1.0,1.0,1.0,1.0,XAI
64,2.0,0.0,1.0,0.0,1.0,AI
65,2.0,0.0,1.0,0.0,1.0,XAI
66,2.0,0.0,0.0,0.0,1.0,AI
67,2.0,0.0,0.0,0.0,1.0,XAI
68,2.0,0.0,1.0,1.0,1.0,AI
69,2.0,1.0,1.0,1.0,1.0,XAI
70,2.0,1.0,0.0,0.0,1.0,AI
71,2.0,0.0,0.0,0.0,1.0,XAI
72,2.0,0.0,1.0,0.0,1.0,AI
73,2.0,0.0,1.0,1.0,1.0,XAI
74,2.0,0.0,1.0,1.0,1.0,AI
75,2.0,1.0,1.0,1.0,1.0,XAI
76,2.0,0.0,0.0,0.0,1.0,AI
77,2.0,0.0,0.0,0.0,1.0,XAI
78,2.0,0.0,0.0,0.0,1.0,AI
79,2.0,0.0,0.0,0.0,1.0,XAI
80,3.0,1.0,1.0,1.0,1.0,AI
81,3.0,1.0,1.0,1.0,1.0,XAI
82,3.0,0.0,1.0,0.0,1.0,AI
83,3.0,0.0,1.0,0.0,1.0,XAI
84,3.0,1.0,1.0,1.0,1.0,AI
85,3.0,1.0,1.0,1.0,1.0,XAI
86,3.0,1.0,1.0,1.0,1.0,AI
87,3.0,1.0,1.0,1.0,1.0,XAI
88,3.0,1.0,1.0,1.0,1.0,AI
89,3.0,1.0,1.0,1.0,1.0,XAI
90,3.0,1.0,1.0,1.0,1.0,AI
91,3.0,1.0,1.0,1.0,1.0,XAI
92,3.0,1.0,1.0,1.0,1.0,AI
93,3.0,1.0,1.0,1.0,1.0,XAI
94,3.0,1.0,1.0,1.0,1.0,AI
95,3.0,1.0,1.0,1.0,1.0,XAI
96,3.0,0.0,0.0,0.0,1.0,AI
97,3.0,0.0,0.0,0.0,1.0,XAI
98,3.0,1.0,1.0,1.0,1.0,AI
99,3.0,1.0,1.0,1.0,1.0,XAI
100,3.0,0.0,0.0,0.0,1.0,AI
101,3.0,0.0,0.0,0.0,1.0,XAI
102,3.0,1.0,1.0,1.0,1.0,AI
103,3.0,1.0,1.0,1.0,1.0,XAI
104,3.0,1.0,1.0,1.0,1.0,AI
105,3.0,1.0,1.0,1.0,1.0,XAI
106,3.0,1.0,0.0,0.0,1.0,AI
107,3.0,0.0,0.0,0.0,1.0,XAI
108,3.0,0.0,1.0,0.0,1.0,AI
109,3.0,0.0,1.0,0.0,1.0,XAI
110,3.0,0.0,0.0,0.0,1.0,AI
111,3.0,0.0,0.0,0.0,1.0,XAI
112,3.0,1.0,1.0,1.0,1.0,AI
113,3.0,1.0,1.0,1.0,1.0,XAI
114,3.0,0.0,1.0,1.0,1.0,AI
115,3.0,1.0,1.0,1.0,1.0,XAI
116,3.0,1.0,0.0,1.0,1.0,AI
117,3.0,1.0,0.0,1.0,1.0,XAI
118,3.0,0.0,0.0,0.0,1.0,AI
119,3.0,0.0,0.0,0.0,1.0,XAI
120,4.0,1.0,1.0,1.0,2.0,AI
121,4.0,1.0,1.0,1.0,2.0,XAI
122,4.0,1.0,1.0,1.0,2.0,AI
123,4.0,1.0,1.0,1.0,2.0,XAI
124,4.0,1.0,1.0,1.0,2.0,AI
125,4.0,1.0,1.0,1.0,2.0,XAI
126,4.0,1.0,1.0,1.0,2.0,AI
127,4.0,1.0,1.0,1.0,2.0,XAI
128,4.0,1.0,1.0,1.0,2.0,AI
129,4.0,1.0,1.0,1.0,2.0,XAI
130,4.0,1.0,1.0,1.0,2.0,AI
131,4.0,1.0,1.0,1.0,2.0,XAI
132,4.0,1.0,1.0,1.0,2.0,AI
133,4.0,1.0,1.0,1.0,2.0,XAI
134,4.0,0.0,1.0,0.0,2.0,AI
135,4.0,0.0,1.0,0.0,2.0,XAI
136,4.0,0.0,0.0,0.0,2.0,AI
137,4.0,0.0,0.0,0.0,2.0,XAI
138,4.0,1.0,1.0,1.0,2.0,AI
139,4.0,1.0,1.0,1.0,2.0,XAI
140,4.0,0.0,0.0,0.0,2.0,AI
141,4.0,0.0,0.0,0.0,2.0,XAI
142,4.0,1.0,1.0,1.0,2.0,AI
143,4.0,1.0,1.0,1.0,2.0,XAI
144,4.0,1.0,1.0,1.0,2.0,AI
145,4.0,1.0,1.0,1.0,2.0,XAI
146,4.0,0.0,0.0,0.0,2.0,AI
147,4.0,0.0,0.0,0.0,2.0,XAI
148,4.0,1.0,1.0,1.0,2.0,AI
149,4.0,1.0,1.0,1.0,2.0,XAI
150,4.0,1.0,0.0,1.0,2.0,AI
151,4.0,1.0,0.0,1.0,2.0,XAI
152,4.0,1.0,1.0,1.0,2.0,AI
153,4.0,1.0,1.0,1.0,2.0,XAI
154,4.0,1.0,1.0,1.0,2.0,AI
155,4.0,1.0,1.0,1.0,2.0,XAI
156,4.0,1.0,0.0,1.0,2.0,AI
157,4.0,1.0,0.0,1.0,2.0,XAI
158,4.0,0.0,0.0,0.0,2.0,AI
159,4.0,0.0,0.0,0.0,2.0,XAI
160,5.0,1.0,1.0,1.0,1.0,AI
161,5.0,1.0,1.0,1.0,1.0,XAI
162,5.0,1.0,1.0,1.0,1.0,AI
163,5.0,1.0,1.0,1.0,1.0,XAI
164,5.0,1.0,1.0,1.0,1.0,AI
165,5.0,1.0,1.0,1.0,1.0,XAI
166,5.0,1.0,1.0,1.0,1.0,AI
167,5.0,1.0,1.0,1.0,1.0,XAI
168,5.0,1.0,1.0,1.0,1.0,AI
169,5.0,1.0,1.0,1.0,1.0,XAI
170,5.0,1.0,1.0,1.0,1.0,AI
171,5.0,1.0,1.0,1.0,1.0,XAI
172,5.0,1.0,1.0,1.0,1.0,AI
173,5.0,1.0,1.0,1.0,1.0,XAI
174,5.0,0.0,1.0,0.0,1.0,AI
175,5.0,0.0,1.0,0.0,1.0,XAI
176,5.0,1.0,0.0,1.0,1.0,AI
177,5.0,1.0,0.0,1.0,1.0,XAI
178,5.0,1.0,1.0,1.0,1.0,AI
179,5.0,1.0,1.0,1.0,1.0,XAI
180,5.0,0.0,0.0,0.0,1.0,AI
181,5.0,0.0,0.0,0.0,1.0,XAI
182,5.0,1.0,1.0,1.0,1.0,AI
183,5.0,1.0,1.0,1.0,1.0,XAI
184,5.0,0.0,1.0,1.0,1.0,AI
185,5.0,1.0,1.0,1.0,1.0,XAI
186,5.0,1.0,0.0,1.0,1.0,AI
187,5.0,1.0,0.0,1.0,1.0,XAI
188,5.0,0.0,1.0,0.0,1.0,AI
189,5.0,0.0,1.0,0.0,1.0,XAI
190,5.0,0.0,0.0,0.0,1.0,AI
191,5.0,0.0,0.0,0.0,1.0,XAI
192,5.0,0.0,1.0,1.0,1.0,AI
193,5.0,1.0,1.0,1.0,1.0,XAI
194,5.0,1.0,1.0,1.0,1.0,AI
195,5.0,1.0,1.0,1.0,1.0,XAI
196,5.0,1.0,0.0,1.0,1.0,AI
197,5.0,1.0,0.0,1.0,1.0,XAI
198,5.0,0.0,0.0,0.0,1.0,AI
199,5.0,0.0,0.0,0.0,1.0,XAI
200,6.0,1.0,1.0,1.0,2.0,AI
201,6.0,1.0,1.0,1.0,2.0,XAI
202,6.0,1.0,1.0,1.0,2.0,AI
203,6.0,1.0,1.0,1.0,2.0,XAI
204,6.0,1.0,1.0,1.0,2.0,AI
205,6.0,1.0,1.0,1.0,2.0,XAI
206,6.0,1.0,1.0,1.0,2.0,AI
207,6.0,1.0,1.0,1.0,2.0,XAI
208,6.0,1.0,1.0,1.0,2.0,AI
209,6.0,1.0,1.0,1.0,2.0,XAI
210,6.0,1.0,1.0,1.0,2.0,AI
211,6.0,1.0,1.0,1.0,2.0,XAI
212,6.0,0.0,1.0,1.0,2.0,AI
213,6.0,1.0,1.0,1.0,2.0,XAI
214,6.0,1.0,1.0,1.0,2.0,AI
215,6.0,1.0,1.0,1.0,2.0,XAI
216,6.0,0.0,0.0,0.0,2.0,AI
217,6.0,0.0,0.0,0.0,2.0,XAI
218,6.0,1.0,1.0,1.0,2.0,AI
219,6.0,1.0,1.0,1.0,2.0,XAI
220,6.0,0.0,0.0,0.0,2.0,AI
221,6.0,0.0,0.0,0.0,2.0,XAI
222,6.0,1.0,1.0,1.0,2.0,AI
223,6.0,1.0,1.0,1.0,2.0,XAI
224,6.0,0.0,1.0,0.0,2.0,AI
225,6.0,0.0,1.0,0.0,2.0,XAI
226,6.0,0.0,0.0,0.0,2.0,AI
227,6.0,0.0,0.0,0.0,2.0,XAI
228,6.0,0.0,1.0,1.0,2.0,AI
229,6.0,1.0,1.0,1.0,2.0,XAI
230,6.0,1.0,0.0,1.0,2.0,AI
231,6.0,1.0,0.0,1.0,2.0,XAI
232,6.0,0.0,1.0,0.0,2.0,AI
233,6.0,0.0,1.0,0.0,2.0,XAI
234,6.0,1.0,1.0,1.0,2.0,AI
235,6.0,1.0,1.0,1.0,2.0,XAI
236,6.0,1.0,0.0,1.0,2.0,AI
237,6.0,1.0,0.0,1.0,2.0,XAI
238,6.0,0.0,0.0,0.0,2.0,AI
239,6.0,0.0,0.0,0.0,2.0,XAI
240,7.0,1.0,1.0,1.0,1.0,AI
241,7.0,1.0,1.0,1.0,1.0,XAI
242,7.0,0.0,1.0,1.0,1.0,AI
243,7.0,1.0,1.0,1.0,1.0,XAI
244,7.0,1.0,1.0,1.0,1.0,AI
245,7.0,1.0,1.0,1.0,1.0,XAI
246,7.0,1.0,1.0,1.0,1.0,AI
247,7.0,1.0,1.0,1.0,1.0,XAI
248,7.0,0.0,1.0,1.0,1.0,AI
249,7.0,1.0,1.0,1.0,1.0,XAI
250,7.0,0.0,1.0,1.0,1.0,AI
251,7.0,1.0,1.0,1.0,1.0,XAI
252,7.0,0.0,1.0,1.0,1.0,AI
253,7.0,1.0,1.0,1.0,1.0,XAI
254,7.0,0.0,1.0,0.0,1.0,AI
255,7.0,0.0,1.0,0.0,1.0,XAI
256,7.0,0.0,0.0,0.0,1.0,AI
257,7.0,0.0,0.0,0.0,1.0,XAI
258,7.0,0.0,1.0,1.0,1.0,AI
259,7.0,1.0,1.0,1.0,1.0,XAI
260,7.0,0.0,0.0,0.0,1.0,AI
261,7.0,0.0,0.0,0.0,1.0,XAI
262,7.0,1.0,1.0,1.0,1.0,AI
263,7.0,1.0,1.0,1.0,1.0,XAI
264,7.0,0.0,1.0,0.0,1.0,AI
265,7.0,0.0,1.0,0.0,1.0,XAI
266,7.0,0.0,0.0,0.0,1.0,AI
267,7.0,0.0,0.0,0.0,1.0,XAI
268,7.0,0.0,1.0,0.0,1.0,AI
269,7.0,0.0,1.0,0.0,1.0,XAI
270,7.0,1.0,0.0,1.0,1.0,AI
271,7.0,1.0,0.0,1.0,1.0,XAI
272,7.0,0.0,1.0,0.0,1.0,AI
273,7.0,0.0,1.0,1.0,1.0,XAI
274,7.0,0.0,1.0,1.0,1.0,AI
275,7.0,1.0,1.0,1.0,1.0,XAI
276,7.0,0.0,0.0,0.0,1.0,AI
277,7.0,0.0,0.0,0.0,1.0,XAI
278,7.0,0.0,0.0,0.0,1.0,AI
279,7.0,0.0,0.0,0.0,1.0,XAI
280,8.0,1.0,1.0,1.0,2.0,AI
281,8.0,1.0,1.0,1.0,2.0,XAI
282,8.0,1.0,1.0,1.0,2.0,AI
283,8.0,1.0,1.0,1.0,2.0,XAI
284,8.0,1.0,1.0,1.0,2.0,AI
285,8.0,1.0,1.0,1.0,2.0,XAI
286,8.0,1.0,1.0,1.0,2.0,AI
287,8.0,1.0,1.0,1.0,2.0,XAI
288,8.0,1.0,1.0,1.0,2.0,AI
289,8.0,1.0,1.0,1.0,2.0,XAI
290,8.0,1.0,1.0,1.0,2.0,AI
291,8.0,1.0,1.0,1.0,2.0,XAI
292,8.0,1.0,1.0,1.0,2.0,AI
293,8.0,1.0,1.0,1.0,2.0,XAI
294,8.0,0.0,1.0,0.0,2.0,AI
295,8.0,0.0,1.0,0.0,2.0,XAI
296,8.0,0.0,0.0,0.0,2.0,AI
297,8.0,0.0,0.0,0.0,2.0,XAI
298,8.0,1.0,1.0,1.0,2.0,AI
299,8.0,1.0,1.0,1.0,2.0,XAI
300,8.0,0.0,0.0,0.0,2.0,AI
301,8.0,0.0,0.0,0.0,2.0,XAI
302,8.0,1.0,1.0,1.0,2.0,AI
303,8.0,1.0,1.0,1.0,2.0,XAI
304,8.0,0.0,1.0,0.0,2.0,AI
305,8.0,0.0,1.0,0.0,2.0,XAI
306,8.0,1.0,0.0,1.0,2.0,AI
307,8.0,1.0,0.0,1.0,2.0,XAI
308,8.0,0.0,1.0,0.0,2.0,AI
309,8.0,0.0,1.0,0.0,2.0,XAI
310,8.0,1.0,0.0,1.0,2.0,AI
311,8.0,1.0,0.0,1.0,2.0,XAI
312,8.0,0.0,1.0,0.0,2.0,AI
313,8.0,0.0,1.0,0.0,2.0,XAI
314,8.0,1.0,1.0,1.0,2.0,AI
315,8.0,1.0,1.0,1.0,2.0,XAI
316,8.0,1.0,0.0,1.0,2.0,AI
317,8.0,1.0,0.0,1.0,2.0,XAI
318,8.0,0.0,0.0,0.0,2.0,AI
319,8.0,0.0,0.0,0.0,2.0,XAI
320,9.0,1.0,1.0,1.0,2.0,AI
321,9.0,1.0,1.0,1.0,2.0,XAI
322,9.0,0.0,1.0,0.0,2.0,AI
323,9.0,0.0,1.0,0.0,2.0,XAI
324,9.0,1.0,1.0,1.0,2.0,AI
325,9.0,1.0,1.0,1.0,2.0,XAI
326,9.0,1.0,1.0,1.0,2.0,AI
327,9.0,1.0,1.0,1.0,2.0,XAI
328,9.0,1.0,1.0,1.0,2.0,AI
329,9.0,1.0,1.0,1.0,2.0,XAI
330,9.0,1.0,1.0,1.0,2.0,AI
331,9.0,1.0,1.0,1.0,2.0,XAI
332,9.0,1.0,1.0,1.0,2.0,AI
333,9.0,1.0,1.0,1.0,2.0,XAI
334,9.0,0.0,1.0,0.0,2.0,AI
335,9.0,0.0,1.0,0.0,2.0,XAI
336,9.0,1.0,0.0,1.0,2.0,AI
337,9.0,1.0,0.0,1.0,2.0,XAI
338,9.0,1.0,1.0,1.0,2.0,AI
339,9.0,1.0,1.0,1.0,2.0,XAI
340,9.0,0.0,0.0,0.0,2.0,AI
341,9.0,0.0,0.0,0.0,2.0,XAI
342,9.0,1.0,1.0,1.0,2.0,AI
343,9.0,1.0,1.0,1.0,2.0,XAI
344,9.0,0.0,1.0,1.0,2.0,AI
345,9.0,1.0,1.0,1.0,2.0,XAI
346,9.0,0.0,0.0,0.0,2.0,AI
347,9.0,0.0,0.0,0.0,2.0,XAI
348,9.0,0.0,1.0,0.0,2.0,AI
349,9.0,0.0,1.0,0.0,2.0,XAI
350,9.0,1.0,0.0,1.0,2.0,AI
351,9.0,1.0,0.0,1.0,2.0,XAI
352,9.0,0.0,1.0,0.0,2.0,AI
353,9.0,0.0,1.0,0.0,2.0,XAI
354,9.0,0.0,1.0,0.0,2.0,AI
355,9.0,0.0,1.0,0.0,2.0,XAI
356,9.0,1.0,0.0,1.0,2.0,AI
357,9.0,1.0,0.0,1.0,2.0,XAI
358,9.0,1.0,0.0,1.0,2.0,AI
359,9.0,1.0,0.0,1.0,2.0,XAI
360,10.0,1.0,1.0,1.0,2.0,AI
361,10.0,1.0,1.0,1.0,2.0,XAI
362,10.0,0.0,1.0,0.0,2.0,AI
363,10.0,0.0,1.0,0.0,2.0,XAI
364,10.0,1.0,1.0,1.0,2.0,AI
365,10.0,1.0,1.0,1.0,2.0,XAI
366,10.0,1.0,1.0,1.0,2.0,AI
367,10.0,1.0,1.0,1.0,2.0,XAI
368,10.0,1.0,1.0,1.0,2.0,AI
369,10.0,1.0,1.0,1.0,2.0,XAI
370,10.0,1.0,1.0,1.0,2.0,AI
371,10.0,1.0,1.0,1.0,2.0,XAI
372,10.0,0.0,1.0,0.0,2.0,AI
373,10.0,0.0,1.0,1.0,2.0,XAI
374,10.0,0.0,1.0,0.0,2.0,AI
375,10.0,0.0,1.0,0.0,2.0,XAI
376,10.0,0.0,0.0,0.0,2.0,AI
377,10.0,0.0,0.0,0.0,2.0,XAI
378,10.0,1.0,1.0,1.0,2.0,AI
379,10.0,1.0,1.0,1.0,2.0,XAI
380,10.0,0.0,0.0,0.0,2.0,AI
381,10.0,0.0,0.0,0.0,2.0,XAI
382,10.0,1.0,1.0,1.0,2.0,AI
383,10.0,1.0,1.0,1.0,2.0,XAI
384,10.0,1.0,1.0,1.0,2.0,AI
385,10.0,1.0,1.0,1.0,2.0,XAI
386,10.0,0.0,0.0,0.0,2.0,AI
387,10.0,0.0,0.0,0.0,2.0,XAI
388,10.0,0.0,1.0,0.0,2.0,AI
389,10.0,0.0,1.0,0.0,2.0,XAI
390,10.0,1.0,0.0,1.0,2.0,AI
391,10.0,1.0,0.0,1.0,2.0,XAI
392,10.0,0.0,1.0,0.0,2.0,AI
393,10.0,0.0,1.0,0.0,2.0,XAI
394,10.0,1.0,1.0,1.0,2.0,AI
395,10.0,1.0,1.0,1.0,2.0,XAI
396,10.0,0.0,0.0,0.0,2.0,AI
397,10.0,0.0,0.0,0.0,2.0,XAI
398,10.0,1.0,0.0,1.0,2.0,AI
399,10.0,1.0,0.0,1.0,2.0,XAI
400,11.0,1.0,1.0,1.0,1.0,AI
401,11.0,1.0,1.0,1.0,1.0,XAI
402,11.0,1.0,1.0,1.0,1.0,AI
403,11.0,1.0,1.0,1.0,1.0,XAI
404,11.0,1.0,1.0,1.0,1.0,AI
405,11.0,1.0,1.0,1.0,1.0,XAI
406,11.0,1.0,1.0,1.0,1.0,AI
407,11.0,1.0,1.0,1.0,1.0,XAI
408,11.0,0.0,1.0,1.0,1.0,AI
409,11.0,1.0,1.0,1.0,1.0,XAI
410,11.0,1.0,1.0,1.0,1.0,AI
411,11.0,1.0,1.0,1.0,1.0,XAI
412,11.0,0.0,1.0,1.0,1.0,AI
413,11.0,1.0,1.0,1.0,1.0,XAI
414,11.0,1.0,1.0,1.0,1.0,AI
415,11.0,1.0,1.0,1.0,1.0,XAI
416,11.0,0.0,0.0,0.0,1.0,AI
417,11.0,0.0,0.0,0.0,1.0,XAI
418,11.0,1.0,1.0,1.0,1.0,AI
419,11.0,1.0,1.0,1.0,1.0,XAI
420,11.0,0.0,0.0,0.0,1.0,AI
421,11.0,0.0,0.0,0.0,1.0,XAI
422,11.0,1.0,1.0,1.0,1.0,AI
423,11.0,1.0,1.0,1.0,1.0,XAI
424,11.0,0.0,1.0,1.0,1.0,AI
425,11.0,1.0,1.0,1.0,1.0,XAI
426,11.0,1.0,0.0,0.0,1.0,AI
